distance_km,transport_mode,driver_availability,week,surge_multiplier,traffic,pickup_hour,fare_price,pickup_address_encoded,drop_address_encoded
6.7,2,2,3,1.3,2,21,139,345.27777777777777,366.6666666666667
28.5,0,0,6,1.0,1,13,458,345.1081081081081,482.0
18.9,3,2,1,1.5,2,1,415,417.1555555555556,470.4864864864865
10.2,3,0,0,1.0,1,12,172,320.6530612244898,395.2
20.7,2,2,5,1.3,2,11,321,433.75757575757575,313.5777777777778
11.4,0,1,3,2.3,0,10,462,333.9,304.6829268292683
6.5,3,0,3,1.0,1,3,128,319.8888888888889,357.30232558139534
29.3,4,0,2,1.0,2,16,607,369.2702702702703,369.0
21.5,3,2,4,1.5,0,10,462,400.7586206896552,353.7567567567568
9.4,2,0,1,1.0,1,15,134,352.75925925925924,325.2105263157895
33.1,3,0,5,1.0,1,4,447,374.12820512820514,439.5882352941176
5.5,0,0,0,1.0,1,0,112,407.9117647058824,395.6285714285714
30.7,1,0,5,1.0,1,6,204,525.2916666666666,348.2432432432432
22.8,3,2,0,1.2,0,10,388,351.4146341463415,395.6285714285714
11.5,3,2,3,1.3,2,11,244,403.47222222222223,340.7291666666667
18.9,0,0,4,1.0,1,21,314,508.2608695652174,331.2888888888889
6.7,2,2,2,1.5,1,15,160,349.43333333333334,463.4651162790698
14.7,3,0,0,1.0,1,14,226,351.4807692307692,432.3125
13.1,1,0,4,1.0,1,23,99,382.9024390243902,398.4339622641509
15.1,2,2,3,1.4,2,15,267,351.82978723404256,345.3414634146341
12.3,2,1,2,1.8,0,8,293,357.8,468.45
38.5,1,0,5,1.0,2,21,251,571.1764705882352,384.6315789473685
11.7,0,0,3,1.0,1,4,206,402.9,413.28205128205127
1.5,0,2,2,1.2,1,2,63,347.8666666666667,325.2105263157895
17.3,1,2,1,1.5,2,14,186,318.6222222222222,323.65625
31.8,0,2,0,1.4,1,4,710,491.0857142857143,464.4324324324325
13.8,0,1,2,2.4,0,8,569,360.6136363636364,458.39473684210526
15.7,0,1,6,2.0,0,19,531,352.28125,355.57142857142856
16.9,0,0,1,1.0,2,16,284,344.9111111111111,367.375
41.6,2,1,1,2.1,0,18,958,508.1818181818182,433.80555555555554
22.2,2,0,4,1.0,2,16,262,334.42,325.12820512820514
30.7,0,0,5,1.0,1,22,490,352.28125,482.0
26.5,2,0,3,1.0,1,1,305,448.575,357.7317073170732
26.5,3,2,6,1.3,0,20,478,418.2173913043478,374.2702702702703
24.9,0,2,0,1.2,2,20,484,326.44736842105266,417.9189189189189
16.8,3,0,3,1.0,2,14,252,444.61538461538464,266.6585365853659
24.3,0,2,0,1.3,0,10,513,412.5,313.5777777777778
14.8,4,0,0,1.0,1,2,346,406.5405405405405,343.5833333333333
19.4,3,0,4,1.0,1,21,283,397.9787234042553,436.9666666666666
26.8,2,1,6,2.4,0,10,739,493.2631578947368,341.5
13.4,2,0,1,1.0,1,1,174,318.6222222222222,304.6829268292683
23.3,2,0,2,1.0,2,1,273,286.2352941176471,500.0377358490566
22.3,3,2,6,1.3,1,5,413,360.6136363636364,389.35849056603774
8.9,1,2,3,1.3,0,9,95,322.09302325581393,482.0
24.9,3,2,4,1.2,1,4,419,364.575,376.4047619047619
14.1,0,0,4,1.0,2,16,242,339.79487179487177,476.1351351351352
33.1,2,2,5,1.1,2,15,408,456.9142857142857,353.64102564102564
17.6,4,0,6,1.0,1,2,397,418.2173913043478,405.0487804878049
19.5,2,0,0,1.0,2,0,235,335.8837209302326,331.1162790697674
33.6,0,1,4,2.0,0,8,1068,409.0,439.5882352941176
24.6,0,2,4,1.5,1,6,598,367.2972972972973,449.5
15.8,0,0,5,1.0,1,14,267,376.1842105263158,417.9189189189189
21.1,3,1,2,2.4,0,12,728,449.9795918367347,428.28205128205127
24.6,0,0,0,1.0,1,22,399,345.2105263157895,463.54285714285714
18.2,2,2,2,1.5,0,19,333,369.2702702702703,349.8181818181818
32.6,3,1,4,1.6,0,17,706,374.6285714285714,398.2916666666667
35.5,2,0,1,1.0,1,6,395,358.61764705882354,468.45
20.2,2,1,3,1.8,0,20,436,473.6571428571429,389.20454545454544
26.5,0,0,6,1.0,1,1,428,371.8684210526316,435.8
34.6,2,2,3,1.4,2,13,540,403.47222222222223,500.0377358490566
31.6,2,0,5,1.0,1,5,356,409.0,338.7179487179488
29.8,3,1,2,1.7,0,19,693,386.7608695652174,410.68
7.7,0,0,1,1.0,1,12,146,382.27777777777777,332.1142857142857
33.4,2,0,6,1.0,1,22,374,449.9795918367347,387.1627906976744
31.1,0,0,5,1.0,1,6,496,397.9787234042553,381.6744186046512
24.3,4,1,2,1.6,0,10,828,347.075,474.77777777777777
15.1,0,2,5,1.4,2,12,359,349.43333333333334,369.9736842105263
18.6,2,0,2,1.0,1,2,226,386.7608695652174,350.45454545454544
14.1,3,0,4,1.0,1,13,219,339.79487179487177,476.1351351351352
38.0,3,0,6,1.0,1,4,506,473.6571428571429,398.2916666666667
23.1,4,2,6,1.4,2,16,694,412.5,355.57142857142856
25.6,0,1,1,1.6,0,19,662,304.5,468.45
28.3,2,0,1,1.0,1,14,323,325.8536585365854,405.8222222222222
16.0,3,1,1,2.2,0,20,532,320.9714285714286,439.6060606060606
19.0,0,0,6,1.0,1,5,315,371.8684210526316,294.825
19.2,0,0,4,1.0,1,3,318,402.9,314.76
5.6,0,2,6,1.4,1,2,160,325.8536585365854,266.6585365853659
27.6,4,0,3,1.0,2,23,577,351.82978723404256,414.6428571428572
27.7,0,0,6,1.0,2,21,446,345.1081081081081,469.1666666666667
9.1,3,2,1,1.5,2,12,239,493.2631578947368,431.7878787878788
7.6,3,2,5,1.3,1,0,184,349.43333333333334,395.27272727272725
30.5,3,0,1,1.0,1,1,416,424.9230769230769,500.3225806451613
20.9,0,0,5,1.0,1,21,344,491.0857142857143,357.30232558139534
15.7,3,0,4,1.0,1,1,238,347.8666666666667,313.0
15.5,2,2,0,1.3,0,8,254,449.9795918367347,345.53333333333336
13.1,0,1,0,1.5,0,8,340,382.9024390243902,398.4339622641509
10.2,3,0,4,1.0,1,1,172,407.9117647058824,357.30232558139534
26.6,2,2,1,1.2,2,11,367,394.4565217391304,378.22222222222223
26.5,0,2,1,1.2,2,16,513,382.9024390243902,299.16279069767444
10.0,3,2,1,1.4,0,14,238,351.82978723404256,515.6875
5.8,0,0,6,1.0,1,2,117,374.6285714285714,362.5135135135135
1.5,0,0,0,1.0,1,4,52,448.575,500.0377358490566
41.8,0,2,1,1.4,2,22,920,434.8157894736842,557.1666666666666
19.1,0,2,0,1.2,2,5,380,476.2439024390244,332.1142857142857
29.2,2,0,0,1.0,1,5,332,417.8974358974359,294.825
20.1,3,1,6,1.6,0,9,466,350.68,486.0625
26.6,2,1,3,2.3,0,18,704,417.1555555555556,325.12820512820514
26.7,3,0,4,1.0,1,23,370,352.28125,428.28205128205127
24.5,2,1,1,1.6,0,17,456,449.9795918367347,373.9318181818182
11.1,0,0,6,1.0,1,11,196,339.79487179487177,389.20454545454544
35.0,2,0,4,1.0,2,12,390,371.9411764705882,412.0888888888889
9.5,2,0,3,1.0,1,21,135,390.8571428571428,369.0
17.3,1,0,2,1.0,1,6,124,320.6530612244898,379.65
17.8,2,2,0,1.2,0,9,262,552.9821428571429,348.2432432432432
33.2,4,2,5,1.4,0,17,949,424.9230769230769,374.2702702702703
41.2,2,2,0,1.5,1,5,678,575.2105263157895,473.54285714285714
38.4,3,0,0,1.0,1,16,511,345.27777777777777,557.1666666666666
13.7,0,2,2,1.2,1,12,283,351.4807692307692,351.8333333333333
8.6,3,2,4,1.2,1,1,184,424.9230769230769,338.7179487179488
7.7,3,0,5,1.0,1,7,142,476.2439024390244,405.0487804878049
22.0,3,0,5,1.0,2,15,314,286.2352941176471,387.1627906976744
11.8,0,2,6,1.5,0,17,310,467.7714285714285,437.46
34.6,0,0,6,1.0,2,14,549,571.1764705882352,417.9189189189189
6.5,0,2,5,1.5,2,12,191,345.27777777777777,353.7567567567568
27.3,0,2,1,1.1,2,12,483,445.1333333333333,354.1764705882353
12.3,0,2,5,1.4,2,17,300,320.9714285714286,331.2888888888889
13.7,0,0,4,1.0,2,11,236,482.4285714285714,379.65
16.7,4,2,6,1.1,2,12,419,367.2972972972973,433.03225806451616
12.1,0,0,6,1.0,1,22,212,402.9,266.6585365853659
28.6,0,0,4,1.0,1,22,459,493.2631578947368,314.8863636363636
4.7,3,0,3,1.0,1,6,106,449.3529411764706,499.4358974358975
11.5,3,0,1,1.0,2,12,188,333.9,473.54285714285714
12.1,1,0,6,1.0,2,12,93,357.8,369.1538461538461
27.1,2,0,6,1.0,1,7,311,483.5882352941176,369.1538461538461
28.3,0,2,5,1.3,2,12,591,293.531914893617,435.8
33.3,2,1,2,2.0,0,8,746,424.9230769230769,361.97222222222223
26.1,3,0,2,1.0,1,14,363,297.5625,361.97222222222223
21.5,3,1,4,2.3,0,20,708,353.3125,384.6315789473685
13.8,3,0,0,1.0,2,14,216,390.8571428571428,314.76
24.3,3,2,0,1.3,1,14,444,375.7368421052632,378.22222222222223
17.4,0,2,4,1.2,2,13,349,386.2,385.5869565217391
18.3,1,1,1,2.2,0,19,286,353.3125,343.5833333333333
37.1,2,0,5,1.0,1,14,411,462.4736842105263,474.77777777777777
25.4,3,2,3,1.1,0,9,390,386.2,443.44444444444446
27.0,3,1,0,2.4,0,10,898,467.7714285714285,363.5405405405405
27.8,3,2,4,1.2,0,10,460,512.3111111111111,314.76
19.4,3,0,3,1.0,1,12,283,483.5882352941176,323.65625
33.7,0,1,3,2.1,0,10,1125,490.6923076923077,362.6969696969697
21.0,3,2,6,1.4,0,19,423,361.9142857142857,266.6585365853659
25.1,0,2,4,1.2,2,8,488,417.27777777777777,346.81081081081084
38.2,0,2,6,1.2,0,18,724,491.0857142857143,476.1351351351352
10.9,1,2,4,1.1,2,14,94,402.9,341.5
4.5,0,0,3,1.0,1,21,98,328.2857142857143,314.76
13.6,2,0,3,1.0,1,13,176,417.8974358974359,389.20454545454544
8.1,3,0,2,1.0,1,2,147,293.531914893617,361.4827586206897
15.7,0,0,0,1.0,1,3,266,361.9142857142857,389.20454545454544
19.4,0,0,5,1.0,2,14,321,447.6315789473685,389.35849056603774
3.5,0,0,6,1.0,1,7,82,467.7714285714285,384.6315789473685
23.9,2,0,6,1.0,1,6,279,334.42,320.2857142857143
27.5,0,1,0,1.8,0,19,796,388.3589743589744,525.3055555555555
23.4,3,0,2,1.0,2,9,331,491.0857142857143,379.65
18.9,3,0,5,1.0,1,4,277,334.42,385.5869565217391
9.3,0,1,4,1.6,0,17,271,367.2972972972973,319.97727272727275
28.0,2,0,6,1.0,1,0,320,351.4146341463415,395.2
5.0,1,1,5,1.5,0,13,75,430.7368421052632,486.8139534883721
23.1,3,0,4,1.0,1,3,327,345.27777777777777,428.28205128205127
19.4,0,1,6,2.1,0,10,674,412.5,331.2888888888889
21.1,0,0,2,1.0,1,0,346,467.6842105263158,357.30232558139534
18.4,0,0,2,1.0,2,14,306,352.75925925925924,362.6969696969697
11.4,0,0,2,1.0,1,0,201,476.2439024390244,366.6666666666667
12.7,2,2,4,1.2,2,19,200,344.9111111111111,266.6585365853659
26.3,0,2,0,1.1,2,14,467,351.4807692307692,381.6744186046512
32.4,3,2,3,1.1,0,20,483,483.5882352941176,474.77777777777777
34.2,3,0,5,1.0,1,21,460,361.9142857142857,436.9666666666666
12.1,2,0,6,1.0,1,4,161,417.1555555555556,376.4047619047619
1.5,0,2,4,1.5,2,18,79,319.8888888888889,373.9318181818182
30.1,0,0,3,1.0,1,2,482,358.61764705882354,405.0487804878049
36.3,0,2,3,1.2,1,22,689,449.9795918367347,443.44444444444446
14.9,3,0,4,1.0,1,2,229,333.6744186046512,445.55263157894734
35.4,0,0,6,1.0,1,23,561,508.1818181818182,382.61764705882354
6.1,3,1,1,1.8,0,8,222,322.09302325581393,362.6969696969697
16.8,0,2,0,1.4,2,4,395,505.85,439.1333333333333
25.5,2,2,5,1.4,2,22,413,421.3142857142857,410.68
11.2,2,2,0,1.3,2,10,198,417.27777777777777,345.3414634146341
38.2,3,0,5,1.0,1,3,508,552.9821428571429,345.53333333333336
23.6,2,1,2,2.5,0,10,690,308.6938775510204,463.4651162790698
27.0,3,2,3,1.4,0,18,524,352.75925925925924,423.2368421052632
21.3,3,2,0,1.2,2,15,367,349.43333333333334,341.5
17.1,3,0,1,1.0,1,2,255,347.075,422.625
25.7,0,1,4,2.3,0,17,956,460.24,473.54285714285714
28.4,0,0,5,1.0,1,22,456,447.6315789473685,343.7333333333333
12.1,4,2,4,1.5,1,15,447,382.27777777777777,304.6829268292683
30.7,0,2,3,1.4,0,19,687,493.2631578947368,433.03225806451616
33.7,0,2,6,1.4,2,11,750,493.2631578947368,361.4827586206897
35.7,2,2,3,1.4,0,18,556,575.2105263157895,325.12820512820514
8.5,0,0,2,1.0,1,22,158,325.8536585365854,364.4772727272728
22.1,3,0,1,1.0,2,8,315,408.56410256410254,343.5833333333333
8.3,0,2,3,1.1,1,0,170,418.2173913043478,311.96774193548384
19.2,0,1,3,2.0,0,20,636,388.3589743589744,443.44444444444446
16.4,3,2,3,1.1,2,3,271,333.9,355.57142857142856
13.5,0,0,3,1.0,1,0,232,303.22857142857146,354.1764705882353
18.0,3,1,4,2.4,0,17,638,433.75757575757575,431.7878787878788
44.0,3,0,2,1.0,1,23,578,434.8157894736842,499.4358974358975
17.8,3,1,4,1.8,0,16,474,424.9230769230769,366.6666666666667
20.5,0,2,5,1.3,0,9,439,483.5882352941176,361.97222222222223
41.3,0,2,2,1.2,1,2,779,401.3863636363636,499.4358974358975
26.6,0,2,6,1.2,1,1,515,448.575,348.2432432432432
14.0,3,2,5,1.1,1,22,240,400.7586206896552,452.0769230769231
28.8,0,2,2,1.5,2,12,693,422.7142857142857,350.45454545454544
26.6,3,1,5,2.0,0,9,738,339.79487179487177,398.2916666666667
22.1,4,2,2,1.1,2,18,526,376.1842105263158,353.7567567567568
22.8,3,2,4,1.4,1,0,453,420.9411764705882,320.2857142857143
25.8,3,2,3,1.3,2,16,467,513.0652173913044,463.4651162790698
8.7,0,1,1,2.3,0,20,369,525.2916666666666,378.22222222222223
23.1,3,0,4,1.0,1,4,327,417.8974358974359,464.4324324324325
23.7,3,2,0,1.4,0,18,468,332.2325581395349,437.46
28.0,3,2,4,1.3,2,7,502,433.4242424242424,366.8484848484849
23.5,3,0,0,1.0,1,13,332,407.9117647058824,367.375
24.4,3,1,4,2.3,0,20,788,382.8684210526316,350.45454545454544
19.0,2,1,0,1.8,0,11,414,376.1842105263158,357.30232558139534
6.7,0,0,0,1.0,1,23,130,368.7307692307692,351.8333333333333
13.7,2,0,3,1.0,1,11,177,483.5882352941176,369.0
20.1,0,2,2,1.3,2,4,431,374.6285714285714,482.0
14.7,0,1,4,2.1,0,20,526,386.2,417.9189189189189
31.6,3,2,0,1.5,1,7,644,487.87179487179486,412.0888888888889
37.4,3,1,1,2.1,0,19,1047,552.9821428571429,439.9583333333333
12.2,0,0,3,1.0,2,16,213,407.9117647058824,323.65625
4.3,3,0,6,1.0,1,22,102,345.2105263157895,331.2888888888889
32.6,3,0,2,1.0,1,3,441,374.6285714285714,398.2916666666667
15.0,3,0,3,1.0,2,3,230,508.1818181818182,361.97222222222223
10.3,4,0,0,1.0,1,16,265,286.2352941176471,366.8484848484849
33.8,1,0,2,1.0,1,13,223,304.5,463.4651162790698
31.3,0,0,1,1.0,2,9,500,525.2916666666666,428.28205128205127
25.0,2,2,1,1.4,0,18,406,375.7368421052632,476.1351351351352
13.5,2,2,3,1.3,2,8,228,332.2325581395349,340.7291666666667
23.7,2,0,5,1.0,1,1,277,424.948717948718,366.6666666666667
14.0,3,0,2,1.0,2,5,218,349.6046511627907,557.1666666666666
32.3,3,0,2,1.0,1,6,438,368.7307692307692,414.6428571428572
24.4,3,0,6,1.0,1,4,343,325.9736842105263,376.4047619047619
17.8,3,1,5,2.3,0,19,606,476.2439024390244,314.8863636363636
13.8,3,0,2,1.0,1,6,216,345.27777777777777,311.96774193548384
14.7,2,2,0,1.5,2,13,280,326.44736842105266,353.64102564102564
9.1,1,2,1,1.2,2,15,90,345.1081081081081,349.8181818181818
16.7,1,2,2,1.2,0,16,144,390.8571428571428,362.5135135135135
31.4,2,0,2,1.0,1,23,354,512.3111111111111,414.6428571428572
30.4,2,1,4,1.6,0,17,550,408.56410256410254,357.7317073170732
13.1,3,1,3,2.0,0,10,414,382.9024390243902,398.4339622641509
15.1,3,0,6,1.0,2,5,231,382.27777777777777,476.1351351351352
9.6,0,0,3,1.0,2,17,174,293.531914893617,439.1333333333333
16.9,1,0,4,1.0,1,3,121,445.1333333333333,373.9318181818182
24.9,3,2,1,1.4,1,0,488,371.9411764705882,357.30232558139534
26.1,3,0,1,1.0,1,7,363,347.075,436.9666666666666
35.9,2,2,1,1.4,0,20,559,382.8684210526316,395.2
22.3,3,0,6,1.0,2,9,318,304.5,350.45454545454544
22.4,2,2,5,1.2,0,9,317,403.47222222222223,405.8222222222222
25.0,3,1,0,2.1,0,9,735,375.7368421052632,345.3414634146341
7.8,2,2,0,1.1,1,6,130,308.6938775510204,343.5833333333333
29.0,2,2,0,1.2,2,22,396,286.2352941176471,467.3142857142857
29.0,3,2,0,1.4,2,13,557,388.3589743589744,468.45
4.9,2,0,2,1.0,1,15,89,417.8974358974359,449.5
19.9,1,0,0,1.0,2,12,139,491.0857142857143,405.0487804878049
42.7,2,1,5,1.7,0,19,794,507.2619047619048,445.55263157894734
18.7,0,2,4,1.4,0,10,435,369.2702702702703,348.2432432432432
30.5,0,0,6,1.0,2,15,488,325.8536585365854,417.9189189189189
36.7,1,0,4,1.0,1,4,240,434.8157894736842,398.2916666666667
31.2,0,2,4,1.4,0,20,697,467.7714285714285,452.0769230769231
24.9,0,0,3,1.0,1,23,404,303.22857142857146,463.9189189189189
5.2,0,2,2,1.2,2,14,130,409.0,375.875
34.7,3,0,0,1.0,1,21,466,525.2916666666666,325.2105263157895
17.4,1,2,0,1.2,2,14,149,552.9821428571429,405.5
37.3,0,2,5,1.3,0,19,766,473.6571428571429,486.8139534883721
13.9,1,0,6,1.0,1,3,103,374.12820512820514,314.8863636363636
23.2,0,1,1,2.3,0,20,869,525.2916666666666,410.68
16.4,0,0,4,1.0,1,0,276,341.7,433.80555555555554
27.0,0,0,1,1.0,1,2,435,444.61538461538464,421.1463414634146
25.8,0,0,6,1.0,1,0,417,449.9795918367347,357.30232558139534
19.2,0,0,1,1.0,1,7,318,404.04545454545456,515.6875
12.0,0,2,1,1.2,2,12,252,449.3529411764706,405.8222222222222
7.9,0,0,3,1.0,2,13,148,448.575,418.71875
29.2,0,0,2,1.0,1,13,468,347.075,405.0487804878049
29.6,2,2,5,1.3,1,4,437,357.65714285714284,398.4339622641509
5.3,3,1,6,2.1,0,19,239,404.04545454545456,357.7317073170732
19.9,0,1,6,2.5,0,10,821,374.12820512820514,442.8529411764706
24.4,2,1,4,2.3,0,20,653,332.2325581395349,439.6060606060606
24.8,3,0,3,1.0,1,21,348,382.9024390243902,379.65
13.8,0,2,5,1.2,2,23,284,449.9795918367347,410.68
22.8,0,2,0,1.4,1,6,521,357.65714285714284,332.1142857142857
20.3,0,0,4,1.0,2,6,334,308.6938775510204,417.9189189189189
14.3,4,0,6,1.0,1,0,337,386.2,384.6315789473685
31.4,2,0,4,1.0,1,22,354,448.575,595.3243243243244
16.8,2,0,1,1.0,1,7,208,371.8684210526316,346.81081081081084
13.6,3,2,4,1.5,1,1,320,449.9795918367347,410.27272727272725
14.7,0,2,2,1.3,1,5,326,386.7608695652174,385.5869565217391
28.9,3,0,2,1.0,1,3,397,293.531914893617,463.4651162790698
15.9,4,0,4,1.0,1,4,366,575.2105263157895,422.0208333333333
5.9,0,0,6,1.0,1,5,118,430.7368421052632,357.7317073170732
45.1,3,0,1,1.0,1,23,591,490.6923076923077,435.8
11.1,0,1,3,1.6,0,18,314,369.2702702702703,384.6315789473685
12.7,3,1,2,1.7,0,20,344,386.7608695652174,319.97727272727275
35.4,3,0,1,1.0,1,23,475,412.5,432.3125
19.5,2,1,1,2.0,0,19,470,335.8837209302326,331.1162790697674
29.2,3,0,3,1.0,1,21,400,364.575,361.4827586206897
28.7,0,0,6,1.0,1,23,460,394.4565217391304,432.3125
6.8,3,1,1,2.4,0,18,316,332.2325581395349,399.5263157894737
13.2,3,1,2,2.0,0,15,417,345.27777777777777,314.76
9.8,4,1,3,2.3,0,17,590,345.2105263157895,452.0769230769231
9.2,0,1,5,2.4,0,18,403,308.6938775510204,407.54545454545456
5.8,2,0,2,1.0,1,7,98,352.75925925925924,299.16279069767444
10.8,0,0,0,1.0,2,15,192,347.075,435.8
30.3,4,0,5,1.0,1,14,625,516.219512195122,486.8139534883721
8.7,3,0,0,1.0,1,3,154,371.9411764705882,467.3142857142857
32.5,4,2,5,1.1,2,15,732,456.9142857142857,369.9736842105263
21.1,4,1,6,2.0,0,18,920,508.1818181818182,515.6875
21.5,0,0,0,1.0,1,6,352,473.6571428571429,311.96774193548384
22.0,4,1,4,2.1,0,17,1000,376.1842105263158,369.9736842105263
27.5,1,1,4,2.2,0,17,407,525.2916666666666,346.81081081081084
25.4,3,1,5,2.1,0,9,745,401.3863636363636,458.39473684210526
22.5,1,2,3,1.1,1,0,170,397.9787234042553,525.3055555555555
8.6,0,0,2,1.0,1,1,159,360.6136363636364,323.65625
16.3,3,0,5,1.0,1,3,246,434.8157894736842,331.2888888888889
26.0,2,2,5,1.2,1,3,360,409.0,405.5
14.3,0,0,2,1.0,2,15,244,394.4565217391304,500.0377358490566
19.8,0,0,2,1.0,1,7,327,358.61764705882354,314.8863636363636
32.4,3,0,4,1.0,2,16,439,421.3142857142857,376.4047619047619
25.6,3,2,1,1.4,1,23,500,552.9821428571429,313.5777777777778
22.0,1,2,2,1.1,1,4,167,286.2352941176471,387.1627906976744
38.6,0,1,0,1.6,0,18,974,508.1818181818182,431.7878787878788
9.3,3,2,5,1.4,0,20,226,367.2972972972973,319.97727272727275
9.8,0,2,4,1.2,2,5,212,412.5,374.2702702702703
11.9,0,2,0,1.3,2,14,271,371.9411764705882,376.4047619047619
19.4,2,0,4,1.0,1,0,234,360.6136363636364,366.8484848484849
12.0,0,0,4,1.0,2,12,210,320.6530612244898,439.6060606060606
19.8,2,0,1,1.0,1,12,238,403.1315789473685,398.2916666666667
14.5,0,1,2,2.0,0,15,495,349.43333333333334,343.5833333333333
15.6,2,0,5,1.0,1,23,196,371.8684210526316,362.6969696969697
15.1,2,2,5,1.2,2,22,229,341.7,366.6666666666667
31.5,2,2,6,1.3,2,9,462,375.7368421052632,417.9189189189189
26.0,3,1,3,1.7,0,20,615,408.56410256410254,369.0
13.7,0,2,2,1.1,2,12,259,357.65714285714284,294.825
30.2,2,1,3,2.3,0,10,787,345.27777777777777,467.3142857142857
6.1,2,2,3,1.2,2,17,121,422.7142857142857,414.6428571428572
21.6,0,2,1,1.4,1,4,496,308.6938775510204,384.6315789473685
26.4,1,0,3,1.0,1,14,178,552.9821428571429,500.0377358490566
14.1,0,0,3,1.0,1,5,242,303.22857142857146,499.4358974358975
10.2,3,1,0,1.8,0,18,310,407.9117647058824,357.30232558139534
7.0,1,2,6,1.5,2,5,93,404.04545454545456,345.53333333333336
1.9,2,0,6,1.0,2,10,59,293.531914893617,319.97727272727275
24.7,2,0,5,1.0,1,6,287,493.2631578947368,343.7333333333333
24.1,3,1,4,1.9,0,9,644,467.6842105263158,422.0208333333333
22.3,3,2,1,1.4,1,6,445,349.6046511627907,369.0
40.2,0,0,6,1.0,1,21,633,571.1764705882352,338.7179487179488
26.2,0,0,2,1.0,1,7,423,513.0652173913044,357.30232558139534
17.6,1,0,3,1.0,1,7,126,349.43333333333334,385.5869565217391
31.4,0,2,4,1.2,2,12,601,357.8,486.8139534883721
21.2,3,2,0,1.3,0,12,396,375.7368421052632,422.0208333333333
20.7,3,2,2,1.2,2,15,358,384.8181818181818,389.35849056603774
36.9,1,2,6,1.2,0,10,290,446.37142857142857,441.96875
36.7,2,2,0,1.1,1,22,448,386.7608695652174,414.6428571428572
24.7,2,2,4,1.2,1,22,344,376.1842105263158,325.2105263157895
30.6,0,2,0,1.1,0,17,538,353.3125,443.44444444444446
1.5,3,2,0,1.4,2,18,95,400.7586206896552,374.2702702702703
34.5,0,1,1,2.4,0,11,1314,512.3111111111111,398.4339622641509
34.3,1,1,6,1.7,0,14,384,417.8974358974359,458.39473684210526
37.3,3,0,6,1.0,2,11,498,508.2608695652174,432.3125
21.4,0,0,3,1.0,1,7,351,397.9787234042553,404.7058823529412
17.8,2,2,4,1.2,0,10,262,333.9,375.875
15.4,0,2,5,1.4,1,5,365,351.4807692307692,473.54285714285714
21.6,1,2,3,1.2,0,18,180,575.2105263157895,405.8222222222222
17.9,2,0,2,1.0,1,7,219,445.1333333333333,395.27272727272725
7.8,3,0,2,1.0,1,2,144,493.2631578947368,323.65625
41.4,3,1,3,1.8,0,20,984,456.9142857142857,473.54285714285714
18.9,3,0,0,1.0,1,21,277,424.948717948718,361.97222222222223
26.8,2,2,0,1.1,1,23,339,412.5,338.7179487179488
23.8,3,2,1,1.5,1,23,503,512.3111111111111,341.5
9.7,2,0,2,1.0,1,12,137,325.8536585365854,458.39473684210526
32.5,3,1,5,2.0,0,20,880,403.47222222222223,474.77777777777777
21.0,0,0,6,1.0,1,5,345,433.75757575757575,395.6285714285714
12.5,3,1,1,2.5,0,17,500,326.09375,399.5263157894737
20.2,2,0,5,1.0,1,7,242,364.575,363.5405405405405
8.5,0,1,6,1.7,0,19,268,352.28125,379.65
32.6,0,0,1,1.0,1,16,519,409.0,463.9189189189189
8.4,3,0,5,1.0,1,0,151,349.43333333333334,431.7878787878788
26.8,3,0,6,1.0,1,6,372,349.6046511627907,332.1142857142857
7.2,0,0,2,1.0,1,12,138,353.3125,463.54285714285714
16.3,2,0,5,1.0,1,12,203,332.2325581395349,353.7567567567568
8.6,0,2,0,1.1,2,16,175,319.8888888888889,437.46
37.8,2,2,4,1.3,2,14,543,449.9795918367347,405.5
19.6,2,2,4,1.4,1,5,330,449.9795918367347,346.81081081081084
18.0,0,1,5,1.6,0,10,480,552.9821428571429,422.0208333333333
30.7,0,2,0,1.2,0,10,589,318.6222222222222,525.3055555555555
21.7,3,2,4,1.1,2,15,341,402.9,404.7058823529412
21.8,3,2,5,1.4,2,11,436,369.2702702702703,436.9666666666666
19.2,0,1,2,2.4,0,8,763,445.1333333333333,343.5833333333333
21.1,2,1,0,1.8,0,9,452,330.8421052631579,428.28205128205127
29.5,0,1,2,2.4,0,19,1134,513.0652173913044,414.2941176470589
14.5,4,1,2,1.6,0,13,546,325.9736842105263,468.45
34.1,0,1,5,2.3,0,10,1245,462.4736842105263,464.4324324324325
6.3,0,0,0,1.0,1,2,124,322.09302325581393,363.5405405405405
10.2,3,1,5,2.2,0,17,379,364.575,432.3125
22.9,3,1,4,1.5,0,20,487,433.75757575757575,369.1538461538461
20.2,2,0,6,1.0,2,15,242,303.22857142857146,405.0487804878049
31.2,3,1,5,2.3,0,18,976,389.7037037037037,445.55263157894734
22.6,1,0,3,1.0,1,21,156,487.87179487179486,294.825
5.6,2,0,4,1.0,1,2,96,374.6285714285714,422.625
12.2,0,2,0,1.4,2,22,298,308.6938775510204,378.22222222222223
4.6,0,1,1,1.7,0,9,168,417.1555555555556,353.7567567567568
8.9,0,0,3,1.0,2,6,164,369.2702702702703,413.28205128205127
26.1,3,1,6,1.7,0,20,617,374.12820512820514,428.28205128205127
3.1,2,0,4,1.0,1,6,71,351.82978723404256,294.825
10.5,2,2,5,1.3,1,4,188,318.6222222222222,405.0487804878049
28.9,2,2,5,1.4,2,22,461,371.9411764705882,463.54285714285714
